word	TextCount	TextLength
pati??h?s?	2	10
pa?i??h?si	1	10
pati??h?tabba?	2	14
pati??h?tabban	2	14
pati??hati	1	10
pati??h?ti	37	10
pati??h?t?ti	2	12
pa?i??h?to	1	10
pati??ha??hena	2	14
pati??h?t?	1	10
pati??h?tu?	6	11
patitth?ya	1	10
pati??h?ya	132	10
pati??h?y?	1	10
pa?i??h?ya	1	10
pati??h?yan	1	11
patitthayat?	1	12
pati??hayi	4	10
pa?i??he	1	8
pati??heyya	1	11
patitth?	1	8
pati??hik?	1	10
pati??hissati	2	13
pati??hita	1	10
pati??hit?	82	10
pa?i??hit?	8	10
pati??hitabh?va?	9	16
pati??hitadoso	1	14
pati??hitagabbho	1	16
pati??hitageha?	1	15
pati??hitak?lato	1	16
pati??hitak?le	1	14
pati??hitam	1	11
pati??hita?	35	11
pa?i??hita?	1	11
pati??hitamah?saka?acakka?	1	26
pati??hitan	3	11
pati??hitañ	2	11
pati??hit?na?	1	13
pati??hit?ni	6	12
pati??hitapuriso	1	16
pati??hitarukkhe	1	16
pati??hitasabh?vo	1	17
pati??hitasaddha?	2	17
pati??hitassa	6	13
pati??hit?ssa	1	13
pati??hitat?ya	1	14
pati??hit?ti	1	12
pati??hitatividhadhammassa	1	26
pati??hitatt?	1	13
pati??hite	10	10
Pati??hito	2	10
pati??hito	65	10
pa?i??hito	2	10
patitthiyati	1	12
patitth?yati	18	12
pati??hiyati	7	12
pati??h?yati	4	12
pa?i??hiyati	1	12
patitth?yi	1	10
patitth?yi?	1	11
patitthiyyatth?	1	15
patitthiyyiss?mi	1	16
pati??ho	1	8
patitt?yati	1	11
patitto	1	7
patituggat?	1	11
patitum	3	7
patitu?	4	7
patit?na	1	8
patitu?gat?	1	11
patitv?	89	7
pa?itv?	1	7
patitv?na	2	9
patitv?pi	1	9
pa?ivacanad?yako	1	16
pa?ivacanag?tha?	1	16
pa?ivacana?	9	11
pa?ivacanan	1	11
pa?iv?da?	2	9
pa?ivadati	2	10
pativaddheti	2	12
pa?iv?dehi	1	10
pa?ivadeyyu	1	11
pa?iv?di?	1	9
pa?iv?hati	1	10
pativajj?	5	9
pa?ivajj?	1	9
pa?iv?na	2	8
pa?iv??ar?p?	1	12
pa?ivandana?	2	12
pa?iv?peti	5	10
pa?iv?petv?	6	11
pa?ivareyya	1	11
pa?iv?ri	1	8
pa?ivasa?	1	9
pa?ivas?m?	1	10
pa?ivasanta?	1	12
pa?ivasantassa	2	14
pa?ivasante	2	11
pa?ivasanti	26	11
pa?ivasanto	1	11
pativasati	7	10
pa?ivasati	65	10
pa?ivasatil?bhaggappatto	1	24
pa?ivasat?ti	2	12
pa?ivasi	3	8
pa?ivasi?su	2	11
pa?iv?tam	10	9
pa?iv?ta?	10	9
pa?iv?te	5	8
pativatt?	2	9
pativa??a	1	9
pa?ivatt?	2	9
pa?ivatt?d?nipa	1	15
pativatt?dipa	1	13
pativatta?	1	10
pa?ivatt?nipa	1	13
pativa??ati	1	11
pa?ivattati	1	11
pa?iva??ati	17	11
pativa??ent?	2	12
pa?iva??ent?	3	12
pa?iva??esi	2	11
pa?iva??es?ti	2	13
pativa??ess?m?ti	1	16
pa?ivatteti	2	11
pativa??etu?	1	12
pativa??etunti	1	14
pa?ivatthan	1	11
pa?ivattitv?t?ta	1	16
pa?iveday?mi	10	12
pa?ivedayi	4	10
pa?ivedayi?su	1	13
pa?ivedayissa?	1	14
pa?ivedayittha	1	14
pa?ivedayitv?	1	13
pa?ivedehi	1	10
pa?ivedeh?ti	3	12
pa?ivedemi	2	10
pa?ivedem?ti	1	12
pa?ivedenti	2	11
pativedent?ti	10	13
pa?ivedesi	17	10
pa?ivedesu?	1	11
pa?ivedetv?	2	11
pa?ivedeyyan	1	12
pa?ivedhabahussut?	1	18
pa?ivedh?divisodhana??hena	2	26
pa?ivedh?divisodhan?ya	8	22
Pa?ivedhak?le	12	13
pativedha?	1	10
pa?ivedha?	1	10
pa?ivedh?riy?	1	13
pa?ivedh?riyo	2	13
pa?ivedhassa	1	12
pa?ivedhasuñña?	3	15
pa?ivedha??ha?	1	14
Pa?ivedha??hena	5	15
pa?ivedha??hena	38	15
pa?ivedha??ho	19	13
Pa?ivedh?ya	9	11
pa?ivedh?ya	15	11
Pa?ivedhe	1	9
pa?ivedhe	2	9
pa?ivedho	18	9
pa?ivediy?mi	1	12
pa?ivegam	1	9
pa?ivegesa	1	10
pa?ivekkhi	1	10
pa?ivekkhin	1	11
pa?ivekkhitu?	2	13
pa?ivekkhitv?	1	13
pativent?ti	1	11
pa?ivi	4	6
pa?ivibhaji	5	11
pa?ivibhajitv?	2	14
pa?ivibhatt?na?	4	15
pa?ivicinitv?	1	13
patividdh?	1	10
pa?ividdha	1	10
pa?ividdh?	12	10
pa?ividdhadhamm?	1	16
pa?ividdhagu?e	1	14
pa?ividdh?kuppo	2	15
patividdha?	1	11
pa?ividdham	2	11
pa?ividdha?	19	11
pa?ividdhamagga?	1	16
pa?ividdhan	1	11
pa?ividdhapaccekabodhiñ??o	1	26
Pa?ividdho	1	10
pa?ividdho	13	10
patividhit?	1	11
pa?ividita	1	10
pa?ividit?	44	10
p??ividit?	1	10
pa?ividita?	3	11
pa?ividito	1	10
pa?ivigacchanti	2	15
pa?ivigacchati	5	14
pa?ivihito	2	10
pa?ivij?n?mi	2	12
pa?ivij?nant?	1	13
pa?ivij?nantassa	26	16
pa?ivij?nanti	7	13
pa?ivij?nant?ti	3	15
pa?ivij?nanto	2	13
pa?ivij?n?ti	20	12
pa?ivij?n?t?ti	6	14
pa?ivij?nato	3	12
pa?ivij?neyya	4	13
pa?ivij?neyy?ma	1	15
pa?ivij?ni	6	10
pa?ivijj?mi	1	11
pativijjananto	1	14
pa?ivijjh	1	9
pativijjha	1	10
pa?ivijjha	5	10
pa?ivijjh?m?ti	1	14
pa?ivijjham?	1	12
pa?ivijjh?m?	1	12
pativijjhan	1	11
pativijjh?n?m?	1	14
pa?ivijjhanatth?ya	1	18
pativijjhant?	1	13
pa?ivijjhanti	9	13
pa?ivijjhant?ti	1	15
pativijjhanto	1	13
pa?ivijjhanto	25	13
pa?ivijjhati	53	12
pa?ivijjhat?	4	12
Pa?ivijjhat?ti	1	14
pa?ivijjhat?ti	41	14
pa?ivijjhato	3	12
pa?ivijjheyya	1	13
pa?ivijjheyy?	5	13
pa?ivijjheyy?ma	1	15
pa?ivijjheyy?m?	2	15
pativijjhi	1	10
pa?ivijjhi	5	10
pa?ivijjh?	3	10
pa?ivijjhi?	3	11
pa?ivijjhin	2	11
pa?ivijjhissanti	3	16
pa?ivijjhitabba?	1	16
pa?ivijjhitu	1	12
pa?ivijjhitu?	13	13
pa?ivijjhitv?	13	13
pa?ivijjhiy?na?	1	15
pa?ivijjhiy?nan	1	15
pativilaggita?	1	14
pa?ivilaggita?	1	14
pa?ivi?sa?	1	10
pa?ivi?seyya	1	12
pa?ivinay?	3	10
pa?ivinay?ya	3	12
pa?ivinayo	2	10
pa?ivinemi	4	10
pa?ivinetabbo	28	13
pa?ivineti	16	10
pa?ivinetv?	3	11
pa?ivineyya	2	11
pa?ivineyyan	3	12
pa?ivineyyanti	1	14
pa?ivineyy?ti	1	13
pa?ivinicchinitv?	1	17
pativin?t?	1	10
pa?ivin?t?	3	10
pa?ivin?ta?	1	11
pa?ivin?tan	1	11
pa?ivino	1	8
pa?ivinodan?	3	12
pa?ivinodenti	12	13
pa?ivinodent?	1	13
pa?ivinodesi	1	12
pa?ivinodetabbo	2	15
pa?ivinodetu?	1	13
pa?ivinodetv?	24	13
pa?ivinodita?	3	13
pa?ivinoditv?	3	13
pa?iviramanti	1	13
pa?ivirameyya	1	13
pa?ivirameyy?ma	3	15
pa?ivirami?su	3	13
pativirat?	2	10
pa?ivirat?	199	10
pa?ivir?t?	1	10
pa?ivirata?	20	11
pa?iviratassa	20	13
pa?iviratehi	9	12
pativirati	1	10
pa?ivirati	20	10
pativirato	6	10
pa?ivirato	867	10
pa?ivira?o	1	10
p?tivirato	1	10
p??ivirato	1	10
pa?ivirodho	33	11
pativiruddh?	1	12
pa?iviruddh?	10	12
pa?iviruddha?	1	13
pa?iviruddhaman?	1	16
pa?iviruddhassa	1	15
pa?iviruddhass?ti	1	17
pa?iviruddho	2	12
pa?ivirujjhati	4	14
pa?ivirujjhitu?	2	15
pa?ivirujjhitv?	2	15
pa?ivir??ha?	5	12
pa?ivisa?	4	9
pa?ivise	1	8
pa?ivisesa?	3	11
pa?ivisese	1	10
pa?ivisesena	1	12
pa?iviseso	2	10
pa?ivisi??h?na?	4	15
pa?iviso	11	8
pa?ivissakaghara?	1	17
Pa?ivissakakule	1	15
pa?ivissaka?	1	12
pa?ivissak?na?	1	14
pa?ivissake	5	11
pa?ivissakehi	2	13
pa?iviva	1	8
pa?ivivaranti	1	13
pativo	1	6
pa?ivutta	1	9
pa?ivuttan	2	10
patiy?	2	6
pa?iy?	1	6
p?tiy?	11	6
p??iy?	3	6
pa?iy?d?pesi	2	12
pa?iy?d?petha	1	13
pa?iy?d?petv?	36	13
pa?iy?deh?ti	4	12
pa?iy?dem?	1	10
pa?iy?demi	1	10
pa?iy?dent?	2	11
pa?iy?denta?	1	12
pa?iy?denti	5	11
pa?iy?desi	1	10
pa?iy?dess?m?	1	13
pa?iy?dess?m?ti	1	15
pa?iy?desu?	1	11
pa?iy?detabba?	12	14
patiy?deth?	1	11
pa?iy?detha	2	11
pa?iy?deth?	3	11
pa?iy?deti	1	10
pa?iy?det?	2	10
pa?iy?detv?	23	11
pa?iy?detv?na	2	13
pa?iy?deyya?	3	12
pa?iy?deyyan	4	12
pa?iy?dita	1	10
pa?iy?ditabhatta?	1	17
patiy?dita?	1	11
pa?iy?dita?	2	11
pa?iy?ditassa	1	13
pa?iy?ditv?	1	11
pa?iy?diyeyyu?	1	14
pa?iy?diyittha	1	14
Pa?iy?loka?	2	11
Pa?iy?lokan	1	11
p?tiyam	1	7
p?tiya?	4	7
p?tiyam?ne	1	10
pa?iy?ni	1	8
pa?iy?n?ti	1	10
p?tiyanti	1	9
pa?iyanto	1	9
p?tiy?pi	2	8
pa?iy?tana?	1	11
pa?iyati	1	8
patiyato	2	8
pa?iyatt?	1	9
pa?iyattabhattassa	1	18
Pa?iyatt?huta?	1	14
pa?iyattakh?dan?ye	1	18
pa?iyatta?	26	10
pa?iyattan	1	10
pa?iyattasesaka?	1	16
pa?iyattassa	1	12
pa?iyattasuva??ap?tisadisa?	1	27
pa?iyattavaramaggena	4	20
pa?iyatte	2	9
pa?iyattena	1	11
pa?iyatto	6	9
pa?iy?tu	1	8
pa?iy?ya?	1	9
p??iye	2	6
p??iyekacitt?	1	13
p??iyekka	1	9
p??iyekka?	3	10
p??iyekko	3	9
P?tiyo	1	6
p?tiyo	1	6
pa?iyodha?	3	10
pa?iyuddha?	1	11
patiyye	1	7
pa?o	4	4
P?to	3	4
p?to	153	4
patoda	2	6
patodacch?ya?	5	13
patodakena	1	10
patodala??hi	2	12
patodala??h?hi	1	14
patodala??hi?	3	13
patodam	1	7
patoda?	9	7
pa?oda?	1	7
patodañ	1	7
patodassa	1	9
pa?odaya??him	1	13
pa?odaya??hi?	1	13
patoden	1	7
patodena	1	8
patodo	25	6
pa?olap	1	7
p?topin?nañca	1	13
patoti	1	6
patriy?diyitv?	1	14
patt	8	4
patta	66	5
patt?	137	5
pa???	1	5
pattab	1	6
pattab?huliko	1	13
Pattabba	2	8
pattabb?	3	8
pattabbalajjato	1	15
pattabbam	2	9
pattabba?	47	9
pattabb?ti	1	10
pattabbena	1	10
pattabbo	4	8
pattabh?ra?	2	11
pattabh?to	1	10
pattacha??ite	7	13
pattachida	1	10
pattac?	1	7
pattac?vara	2	11
pattac?varadh?ra?e	1	18
pattacivaram	1	12
pattac?varam	147	12
pattac?vara?	218	12
pattac?varan	6	12
pattac?var?ni	5	13
pattac?varanti	1	14
pattac?varaparive??divinicchaya??h?nesu	1	39
pattac?varapariyesana?	2	22
pattac?varapa?iggaha?a?	3	23
pattac?varar?si?	1	16
pattac?vare	3	11
pattac?varehi	2	13
pattac?varena	2	13
pattad?na?	2	10
pattad?nass	1	11
pattada??o	2	10
pattad?nena	4	11
Pattad?yaka	1	11
Pattad?yakattherassa	1	20
Pattad?yako	1	11
pattadhamm?	7	11
pattadhammo	13	11
patt?dh?ra	1	10
patt?dh?rakan	1	13
patt?dh?rake	1	12
pattadh?ra??	6	12
pattadhovana?	9	13
pattadivase	1	11
pattadv?dasavass?	3	17
pattag?hako	1	11
pattag?h?paka?	3	14
pattag?h?pakasammutiy?	1	22
pattag?h?pakassa	1	16
pattag?h?pako	4	13
pattagandh?na?	1	14
pattagandhe	2	11
pattagandho	2	11
pattagaruko	1	11
pattagat?	1	9
pattagata?	5	10
pattagate	1	9
patt?gate	1	9
Pattagg?h?pako	1	14
pattagg?h?pako	1	14
pattag?	1	7
patt?g?	1	7
pattag?ti	1	9
Pattahara?atth?ya	1	17
Pattahatth?	1	11
pattahatth?	1	11
pattahatthena	1	13
pattak?la?	2	10
pattak?lan	1	10
pattak?lato	1	11
pattak?le	4	9
pattakall?	1	10
pattakalla?	137	11
pattak?lo	3	9
pattaka?	2	8
pattak?mapip?s?	1	15
Pattakamma?	1	11
pattakamm?ni	1	12
PATTAKAMMAVAGGA	6	15
Pattakammavaggo	1	15
pattakammehi	2	12
pattaka??olikan	1	15
pattaka??olik?ya	1	16
pa??ak?ya	2	9
pattak?y?na?	3	12
pattak?yena	1	11
pattake	1	7
pattakena	1	9
pattakhajjaka?	1	14
pattakkhandh?	9	13
pattakkhandha?	7	14
pattakkhandhe	2	13
pattakkhandho	11	13
pattakkhando	1	12
pattako	1	7
pattako??h?sañ	1	14
pattakum?ro	3	11
pattaku?e	1	9
pattaleso	2	9
patt??haka?	4	11
patt??hakena	3	12
pattali	1	7
patta?i	2	7
pattalimakulava??asadis?	1	24
pattal?kha?	1	11
pattam	26	6
Patta?	2	6
patta?	366	6
pa??a?	3	6
pattam?d?y?	1	11
pattam??ak?	1	11
pattam??akan	1	12
pattam?nasa?	1	12
pa??amañcake	1	12
pa??amañcanaka?	1	15
pattama??alan	1	13
pattama??al?ni	5	14
pattama??an?	2	12
pattame	1	7
pattam?	1	7
pattamhi	4	8
patta?sambodhi	1	14
pattam?l?	1	9
pattam?la?	5	10
Pattan	1	6
pattan	20	6
pattañ	6	6
pa??an	1	6
pattan?	3	7
pa??anag?m?bhimukho	1	19
pa??anag?ma?	2	12
pa??anag?mo	1	11
patt?nam	1	8
patt?na?	7	8
pa??ana?	4	8
pa??a?a?	1	8
pattan?v?ya	1	11
pattan?ya	1	9
Pattañca	1	8
pa??añca	1	8
pa??ane	1	7
patt?ni	56	7
pattanicit?	1	11
patt?n?ka?	2	10
pattanillehaka?	6	15
patt?n?ti	1	9
pattano	1	7
pattanta?	1	9
pattantarato	1	12
pattantare	5	10
pattanti	1	8
pattanto	1	8
pattap	1	6
pattapalla?ka?	1	14
pattapa??	1	9
pattap???	1	9
Pattap??i?	1	10
pattap???ti	2	11
pattap?ra?ga?	1	13
pattapariyanto	2	14
pattapariy?panna?	5	17
pattapariy?pannamattam	5	22
pattapariy?yan	1	14
pattapata?i	1	11
Pattapatta	1	10
pa??apesi	1	9
patt?pi	4	7
pattapidh?nadh?rake	1	19
pattapi??akam	1	13
pattapi???	1	10
pattapi??ik?	7	12
pattapi??ik?na?	4	15
pattapi??iko	12	12
patt?pi??h?nath?lake	1	20
pattappalajjato	1	15
pattappa?	1	9
pattappam???ni	1	14
pattapphala?	1	12
pattapupph?ni	1	13
pattap?r?	2	9
pattap?ra?	6	10
pattap?re	1	9
pattap?rena	1	11
pattap?renta?	1	13
pattapu?a?	1	10
pattapu?asseva	1	14
pattapu?e	1	9
pattarajana?	1	12
pattarana	1	9
pattarasa?	1	10
pattaraso	5	9
patt?reti	1	9
pattaretv?	2	10
pattari	3	7
pa??asahita?	1	12
pattasambodhig?mino	1	19
pattas?miko	1	11
pattasañchanne	2	14
patt?sane	2	9
pa??as??iy?	1	11
pa??as??iyo	1	11
pattasañña?	1	11
pattasaññ?	8	10
pattasannicayagarup?pura?alahup?pura?asikkh?padehi	1	50
pattasannicaya?	6	15
pattasaññin?	4	12
pattasaññino	1	12
pattasaññit?	1	12
pa??as??aka?	1	12
pattasmi?	1	9
pattasodaka?	1	12
pattass	2	7
Pattassa	1	8
pattassa	28	8
pa??assa	1	8
patta??	1	7
pattate	1	7
pattathavik?ya	1	14
patta?hi	1	8
pattato	3	7
pattatta	1	8
pattatt?	1	8
pattattha	1	9
pattatthan?	1	11
pattatthavik?d?ni	1	17
pattatthavikan	1	14
pattatthavik?ya	2	15
pattatthavik?yo	1	15
patta??hi	1	9
pattatthik?	1	11
pattavaggo	3	10
pattava?a?	1	10
pattava?ijja?	2	13
pa??ava??av?luk?ya	1	18
Pattav?ro	1	9
pattava??i?	5	11
pattav?sativass?	2	16
pattav?sativasso	1	16
pattav?thiy?	1	12
patt?ya	2	7
pattay?n?	1	9
pattay?ne	1	9
pattayanti	2	10
pattaye	1	7
pattayiyanti	2	12
pattayobbana?	1	13
pattayobbane	3	12
pattayogakkhem?	9	15
patt?yoppana?	1	13
pattayyam	1	9
pattayyan	10	9
pattayyanti	4	11
Patte	1	5
patte	90	5
pa??e	2	5
pattehi	8	7
patteh?ti	1	9
patten	1	6
Pattena	2	7
pattena	49	7
patten?	1	7
pa??ena	3	7
patten?d?ya	1	11
pattern	2	7
pattesi	1	7
pattesu	3	7
patteti	1	7
p?t?etv?	1	8
patteyan	1	8
patteyanti	1	10
patteyyan	4	9
patteyyanti	2	11
patteyyo	1	8
patth	3	5
pa??h	2	5
pattha	4	6
patth?	4	6
pa??ha	1	6
pa??h?	6	6
pa??h?bhummantalikkhe	1	21
patthacar?	1	10
pa??hac?r?	1	10
pa??hacaro	2	10
patthaddhag?vo	1	14
patthaddhamanasa?	1	17
patthaddhena	2	12
patthaddho	5	10
patthag?	1	8
pa??hagu	1	8
pa??hag?	2	8
pa??hag?ti	1	10
pa??h?h?ti	1	10
patthaho	1	8
pa??h?kam	1	9
pa??hakañ	1	9
patthake	1	8
pa??hako	1	8
patthaliyo	1	10
pattham	1	7
pattha?	3	7
pa??hama?	1	9
pattham?no	1	10
patth?mi	1	8
pattham?laka?	1	13
patthan	2	7
patthañ	2	7
patthana	2	8
Patthan?	2	8
patthan?	81	8
pa??han?	1	8
PA??H?NA	6	8
Pa??h?na	4	8
pa??h?n?	3	8
patthan?hetu	2	12
patthana?	38	9
pa??hanam	1	9
pa??hana?	2	9
PA??H?NA?	1	9
pa??h?na?	6	9
patthananti	1	11
patth?napatta?	1	14
patthan?phala?	1	14
Pa??h?nas	4	9
patthan?samiddhabh?va?	1	22
patthanatthe	1	12
pa??h?navara?	2	13
patthan?ya	36	10
patth?naya	1	10
pa??han?ya	1	10
pa??hañcar?	1	11
pattha?de	1	9
pattha??ile	3	11
patth?ni	6	8
pa??hapa	1	8
pa??hapan?	8	10
patthapattham?laka?	2	19
patthapatthapam??a?	1	19
pa??hapayi	2	10
pa??h?payi	1	10
pa??h?payiss?mi	2	15
pa??hapehi	8	10
pa??hapeh?ti	2	12
pa??hapemi	6	10
pa??hapenti	10	11
pa??hapent?ti	1	13
pa??hapento	3	11
pa??hapes	1	9
Pa??hapesi	1	10
pa??hapesi	28	10
pa??hapess?mi	2	13
pa??hapessanti	13	14
pa??hapesum	1	11
pa??hapesu?	11	11
pa??hapetabbo	3	13
pa??hapetha	1	11
pa??hapeti	22	10
pa??hapet?ti	2	12
pa??hapetum	1	11
pa??hapetu?	6	11
pa??h?petu?	1	11
pa??hapetv?	13	11
pa??h?petv?	1	11
pa??hapetv?na	1	13
pa??hapeyya	1	11
pa??hapeyya?	1	12
pa??hapiss?mi	1	13
pa??hapit?	5	10
pa??hapitam	1	11
pa??hapita?	6	11
pa??hapit?ni	1	12
pa??hapiyam?ne	1	14
patthara	3	8
patthar?	1	8
pa??har?	1	8
pattharam?no	1	12
pattharant?	1	11
pattharanti	6	11
pattharanto	1	11
patthar?petv?	2	13
pattharena	2	10
pattharetv?na	1	13
patthareyya	1	11
patthari	6	8
patthari?su	2	11
patth?rit?	1	10
pattharitabba?	1	14
pattharitam	1	11
Pattharitv?	1	11
pattharitv?	32	11
Pattharitv?jinañ	1	16
pattharitv?na	4	13
pa??h?si	2	8
pattha??	2	8
pa??h?tabba?	1	12
pattha?a?	1	9
pattha??na?	1	11
pattha?ap?da?	1	13
pattha?apha?a?	1	14
pattha?as?kh?su	1	15
pattha?as?kho	1	13
pattha?avacana?	1	15
pattha??ya	1	10
pattha?e	1	8
patthatha	1	9
pa??h?ti	1	8
pattha?o	4	8
patthattha	2	10
patthave	1	8
patthav?bhi	1	11
pa??h?y	7	7
patth?ya	5	8
pa??haya	2	8
pa??h?ya	588	8
pa??h?y?	1	8
pa??h?y?ha?	2	11
patthaya?	7	9
patthay?ma	1	10
patthay?m?	2	10
patthayam?n?	13	12
Patthayam?nassa	4	15
patthayam?nassa	8	15
Patthayam?nass?	1	15
pa??hayam?nassa	1	15
patthayam?nena	1	14
patthayam?no	30	12
patthay?mi	1	10
pa??hayañ	1	9
patthay?n?	3	10
patthay?nass?	1	13
patthay?nena	2	12
patthay?no	23	10
patthayant?	3	11
pa??h?yant?	1	11
patthayantassa	2	14
patthayantena	2	13
patthayanti	6	11
patthayanto	12	11
patthayase	5	10
patthayasi	10	10
patthayas?	5	10
patthayat?	2	10
patthayate	3	10
patthayati	2	10
Patthayat?	1	10
patthayat?	4	10
patthayat?dha	1	13
pa??hayat?dha	1	13
patthayato	2	10
patthaye	6	8
patthayetha	3	11
patthayeth?	1	11
patthayeyya	1	11
patthayi	2	8
patthay?	1	8
pa??hayi	1	8
pa??hay?	1	8
patthayi?	6	9
pa??hayi?	1	9
patthayi?su	1	11
patthayito	2	10
patthayitv?	1	11
patthe	9	6
pa??he	2	6
patthehi	1	8
pattheh?ti	4	10
patthema	1	8
patthemi	9	8
pa??hemi	1	8
patthena	1	8
patthent?	1	9
patthenta?	1	10
patthentassa	9	12
patthentass?pi	1	14
patthente	1	9
patthentehi	2	11
patthentena	1	11
patthenti	39	9
patthentiyo	3	11
patthento	22	9
patthesi	8	8
patthes?ti	4	10
patthetabban	2	12
patthetabbo	4	11
pattheth?	4	9
pattheti	50	8
patthet?	2	8
patthet?ti	3	10
patthetu?	1	9
patthetv?	8	9
pattheyya	4	9
pa??heyyak?	1	11
pattheyya?	17	10
pattheyyan	4	10
patthi	1	6
pa??hike	1	8
patth?nataro	3	12
patthi??ile	1	11
patthinna?	1	10
patthinnena	1	11
patthino	1	8
patthita	1	8
patthit?	2	8
pa??hita	1	8
pa??hitag?vo	1	12
patthita?	20	9
patthitan	1	9
patthit?na?	1	11
patthitapatthan?	2	16
patthitapatthana?	1	17
patthitapatthano	2	16
patthitassa	1	11
patthite	3	8
pa??hiti	1	8
patthito	3	8
patthitv?	1	9
patthiva	1	8
patthivo	1	8
patthiya	1	8
patthiy?	5	8
pa??hiyam?ne	1	12
patthiy?yitv?	1	13
patthiyo	7	8
pattho	2	6
pa??ho	10	6
Patthodanad?yaka	2	16
Patthodanad?yakattherassa	1	25
Patthodanad?yako	1	16
patthodanam	1	11
Patthodana?	1	11
patthodana?	3	11
patthodanass	5	12
Patthodan?	1	10
patthosu	1	8
Patti	5	5
patti	63	5
patt?	15	5
pa??i	1	5
pattibba?	1	9
pa??ibh?ga?	1	11
Patticariy?	2	11
patticariy?	4	11
pattik?	17	7
pa??ik?	1	7
pattikam	2	8
pattika?	3	8
pa??ika?	2	8
pa??ikamañcake	1	14
pattikañ	1	8
pattik?na?	1	10
pattik?rak?	1	11
pattik?rakkh?	1	13
pattik?rik?	12	11
pattik?rike	2	11
pattikasa?kh?tassa	1	18
Pattikath?	1	10
pattik?y?	3	9
pa??ik?ya	2	9
pattik?ya?	2	10
pattikiy?	1	9
pattiko	24	7
patti?	27	6
pattimaggaphala	1	15
patt?mat?	1	9
pattin	1	6
pattiñ	1	6
pattin?	2	7
pattin?m	1	8
pattinasa?kilesa?	1	17
pattinatthi	1	11
pattino	1	7
pattipatta	1	10
pattipatt?	2	10
pattipatta?	1	11
pattipattan	1	11
pattipattassa	1	13
pattipatto	1	10
pattiphala?	2	11
pattipuppham	1	12
Pattipupphiyattherassa	1	22
Pattipupphiyo	2	13
pattisadda?	2	11
pattisaddena	1	12
pattisa?kh?ta?	1	14
pa??iss?	1	8
pattissutv?	1	11
pattita	1	7
pattit?	3	7
pattite	1	7
pattitida??habba	1	16
pattito	2	7
pattiy?	219	7
pa??iy?	1	7
pattiya?	1	8
pattiy?pitva?	1	13
pattiyati	1	9
pattiyo	2	7
pattiyodhehi	1	12
Patto	2	5
patto	542	5
pa??o	1	5
pattodaka?	7	10
pattodana?	1	10
pattoti	4	7
pattuk?mo	1	9
pattukkujjana?	1	14
pattum	14	6
pattu?	7	6
pa??u???	1	8
pattu??ac?napa??a?	1	18
Pattunna?	1	9
pattu??a?	1	9
pa??u??a?	1	9
pa?u	1	4
p?tu	46	4
p?tubh?v?	43	9
p?tubhavanti	211	12
p?tubhavant?	1	12
p?tubhavant?ti	2	14
p?tubh?vant?ti	1	14
p?tubhavantu	3	12
p?tubhavass?	1	12
p?tubhavati	78	11
p?tubhavat?ti	2	13
p?tubh?v?ya	21	11
p?tubh?v?y?	3	11
p?tubh?v?y?ti	3	13
p?tubhaveyy?	2	12
p?tubhaveyyu?	2	13
p?tubhaveyyun	1	13
p?tubhavi	1	9
p?tubhavi?su	3	12
p?tubhavissanti	3	15
p?tubhavissant?	1	15
p?tubhavissati	7	14
p?tubhavissat?	5	14
p?tubhavo	2	9
P?tubh?vo	1	9
p?tubh?vo	131	9
P?tubh?t?	6	9
p?tubh?t?	24	9
p?tubh?tam	2	10
p?tubh?ta?	22	10
p?tubh?tan	14	10
p?tubh?ta?	1	10
p?tubh?t?ni	2	11
p?tubh?t?n?	1	11
p?tubh?te	3	9
p?tubh?tesu	4	11
p?tubh?to	14	9
p?tuk	1	5
p?tuk?m	1	7
p?tukamm?ya	7	11
p?tukamm?y?	3	11
p?tukamm?y?ti	2	13
p?tuk?mo	3	8
p?tukamyat?	1	11
p??ukamyat?	1	11
p?tukamyat?ya	3	13
p??ukamyat?ya	1	13
p?tukaresi	1	10
p?tukareyya	5	11
p?tukareyya?	1	12
p?tukareyy?ti	5	13
p?tukari	1	8
p?tukar?	3	8
p?tukari?	1	9
p?tukariss?mi	1	13
p?tukariss?m?ti	6	15
p?tukarissati	6	13
p?tukaritv?	1	11
p?tukaritv?na	1	13
p?tukarohi	1	10
p?tukaromi	2	10
p?tukarom?ti	2	12
p?tukaronti	6	11
p?tukaront?	3	11
p?tukaront?ti	4	13
p?tukarontu	4	11
p?tukaront?ti	2	13
p?tukaroti	73	10
p?tukarot?	1	10
p?tukata?	5	9
p?tukato	11	8
p?tukatv?	1	9
p?tum	5	5
p?tu?	35	5
patu?k	1	6
p?tu?karonti	1	12
p?tun	14	5
pa?upann?na?	1	12
p?tupiko	1	8
pa?uppann?na?	1	13
pa?uppo	2	7
P?tur	1	5
p?tur	105	5
p?turaha?su	2	11
p?turahesu?	1	11
p?turahesun	1	11
P?turahosi	1	10
p?turahosi	48	10
p?turahos?	1	10
p?turahosi?	1	11
p?turahu	1	8
p?turah?	3	8
p?tur?s?ti	2	10
pa?usa?	1	7
p?tusan	1	7
pa?uv?	2	6
patva	1	5
patv?	292	5
patv?ha?	1	8
patv?k?si	2	9
p?tvak?si	1	9
p?tv?k?si	16	9
p?tv?k?si?	1	10
p?tv?k?s?ti	1	11
Patv?na	2	7
patv?na	6	7
patv?pi	2	7
patv?yu	1	7
Paul	1	4
pav	2	3
