word	TextCount	TextLength
abhihareyy?tha	1	14
abhihari	3	8
abhihari?	1	9
abhihari?su	8	11
abhihari?s?	1	11
abhiharitv?	1	11
abhihariyati	1	12
abhihar?yati	2	12
abhihariyat?ti	1	14
abhihar?yat?ti	1	14
abhihar?yissati	2	15
abhihariyittha	5	14
abhihar?yittha	1	14
abhih?sana?	1	11
abhihat?	1	8
abhiha?a?	2	9
abhihato	1	8
abhiha??hum	2	11
abhiha??hu?	15	11
abhiha??u?	4	10
abhiha?u?	1	9
abhihesan?ya	1	12
abhihessati	2	11
abhihi?san?ya	1	13
abhihi?si?	1	10
abhihisan?ya	1	12
abhij?	1	6
abhijaccabalan	1	14
abhijaccabalañ	1	14
abhij?n	1	7
abhij?nam	6	9
Abhij?na?	1	9
abhij?na?	36	9
Abhij?n?m	9	9
abhij?n?ma	1	10
abhij?nam?no	2	12
Abhij?n?mi	16	10
abhij?n?mi	12	10
abhij?n?m?	1	10
?bhij?n?mi	1	10
abhij?n?m?ti	1	12
abhij?na?obhabbo	3	16
abhij?nana??ha?	1	15
abhij?nana??hena	3	16
abhij?nana??ho	1	14
abhij?nantassa	4	14
abhij?nanto	16	11
Abhij?n?si	5	10
abhij?n?si	2	10
abhij?n?s?ti	1	12
Abhij?n?tha	1	11
abhij?n?tha	6	11
?bhij?n?tha	1	11
Abhij?n?ti	5	10
abhij?n?ti	43	10
?bhij?n?ti	2	10
abhij?nato	5	10
abhij?na??hena	1	14
abhijaneti	3	10
abhij?neyya	1	11
abhij?nissa?	1	12
abhij?nissanti	17	14
abhij?nissant?ti	1	16
abhijañña	1	9
abhijaññ?	7	9
?bhijaññ?	1	9
abhijañña?	1	10
?bhijañña?	1	10
Abhijapp?	3	9
abhijapp?	8	9
abhijapp?dhikara?añ	1	19
abhijappaham?nass?	1	18
abhijappam?nassa	1	16
abhijappam?nass?	1	16
abhijappant?	2	12
abhijappanti	7	12
abhijappant?	1	12
?bhijappanti	1	12
abhijappanto	3	12
abhijappapad?ra?a?	1	18
abhijappati	1	11
abhijappat?	2	11
abhijappayam?nass?	1	18
abhijappeyya	3	12
abhijappeyy?	2	12
Abhij?t?	1	8
abhij?t?	10	8
abhij?ta?	7	9
abhij?tihetu	6	12
abhij?tikatt?	1	13
abhij?ti?	1	9
abhij?t?na?	1	11
?bhij?tiyo	2	10
Abhij?to	2	8
abhij?to	9	8
abhij?yati	26	10
abhij?yo	1	8
abhijeti	1	8
?bhijeti	1	8
?bhijeyy?ma	1	11
abhijhak?yaga??henana	1	21
abhijigi?sati	1	13
abhijig?s?ti	1	12
?bhijig?sati	1	12
abhij?han?ya	1	12
abhij?han?y?	1	12
abhijika	1	8
Abhijika?	1	9
abhijisati	1	10
abhij?vanikassa	1	15
abhijiyi?su	1	11
abhijja	2	7
abhijj?domanass?	3	16
abhijjadomanassa?	1	17
abhijj?domanassa?	1	17
abhijjahadayehi	1	15
abhijj?lu	4	9
abhijj?lussa	1	12
abhijjam?n?	3	11
abhijjam?na?	1	12
Abhijjam?napetavatthu	2	21
abhijjam?n?ya	1	13
Abhijjam?ne	3	11
abhijjam?ne	17	11
Abhijjam?no	1	11
abhijjam?no	11	11
abhijjanako	1	11
abhijjañcaba	1	12
abhijjatha	1	10
abhijjetv?	1	10
Abhijjh?	12	8
abhijjh?	163	8
abhijjh?demanassa?	1	18
abhijjh?domanas	1	15
abhijjh?domanassa	2	17
abhijjh?domanass?	55	17
abhijjhadomanassam	2	18
abhijjhadomanassa?	6	18
abhijjh?domanassam	18	18
abhijjh?domanassa?	177	18
abhijjh?domanassan	11	18
abhijjh?domanass?nam	3	20
abhijjh?domanassanti	1	20
abhijjh?k?yagandho	1	18
abhijjh?k?yaganth?	2	18
abhijjh?k?yagantha?	7	19
abhijjh?k?yaganthassa	3	21
abhijjh?k?yaganthena	2	20
Abhijjh?k?yagantho	1	18
abhijjh?k?yagantho	20	18
abhijjh?lano	1	12
abhijjh??ano	1	12
abhijjh?lobho	2	13
abhijjhal?	1	10
Abhijjh?lu	2	10
abhijjh?lu	33	10
abhijjh?l?	21	10
abhijjh?l?hi	1	12
abhijjh?l?k?mesu	1	16
abhijjh?lu?	5	11
abhijjh?lun?	3	12
abhijjh?luno	5	12
abhijjh?lussa	8	13
abhijjham	2	9
Abhijjha?	2	9
abhijjha?	23	9
Abhijjhañc?ha?	1	14
abhijjh?paccay?	3	15
abhijjh?pariyu??h?na?	1	21
abhijjh?pariyu??hitena	1	22
abhijjh?sahagat?ya	1	18
abhijjh?sahagatena	2	18
abhijjh?t?	2	10
abhijjh?visamalobha?	2	20
Abhijjh?visamalobho	1	19
abhijjh?visamalobho	6	19
abhijjh?vy?p?dak?yaganthena	1	27
Abhijjh?ya	2	10
abhijjh?ya	41	10
abhijjh?y?	1	10
abhijjh?yant?	1	13
abhijjh?yi?su	1	13
abhijjhit?	5	10
abhijjittha	1	11
abhijotaye	1	10
abhika?kham?n?	1	14
abhika?khamano	1	14
abhika?kham?no	2	14
abhika?kh?mi	3	12
abhika?kh?m?ti	1	14
abhika?khanti	1	13
?bhika?khanti	1	13
abhika?khasi	4	12
abhika?khas?ti	2	14
abhika?khati	1	12
abhika?khat?ti	2	14
abhika?khit?	1	12
abhika?kham?na	1	14
abhika?kham?n?	1	14
abhika?kh?mi	1	12
abhika?khanta?	2	14
abhika?khat?	4	12
abhikantataro	1	13
abhikantava???	1	14
abhikiranti	1	11
abhik?ranti	1	11
abhikittayi	1	11
abhikittayi?	4	12
abhikk	1	6
Abhikkam	6	8
Abhikkama	9	9
abhikkama	8	9
abhikkam?d?hi	1	13
abhikkam?mi	1	11
abhikkamana?	1	12
abhikkamanan	2	12
abhikkamanen	2	12
abhikkaman?ya?	3	14
abhikkamanta?	6	13
abhikkamantassa	3	15
abhikkamanti	30	12
abhikkamanto	3	12
Abhikkamantu	2	12
abhikkamantu	2	12
abhikkamapa?ikkamassetam	1	24
abhikkamapa?ikkame	1	18
abhikkamapatikkamo	1	18
abhikkamapa?ikkamo	2	18
Abhikkamath	6	11
abhikkamath	5	11
Abhikkamatha	1	12
abhikkamatha	3	12
abhikkamath?yasmanto	2	20
abhikkamati	13	11
abhikkamat?	2	11
abhikkamat?ti	2	13
abhikkamato	1	11
abhikkameyya	1	12
abhikk?mi	1	9
abhikkamissanti	2	15
abhikkamitabba?	2	15
abhikkamitabban	1	15
abhikkamituk?m?	1	15
abhikkamituk?mo	3	15
abhikkamma	1	10
abhikkamo	25	9
abhikkamos?nam	3	14
abhikkamos?na?	7	14
abhikkamoti	3	11
abhikk?mu?	16	10
abhikka?a?	1	10
abhikkanta	4	10
Abhikkant?	7	10
abhikkant?	22	10
abhikkantabhagavant?na?	1	23
abhikkantabhavant?na?	1	21
abhikkantadass?vi?	2	18
Abhikkantam	35	11
abhikkantam	23	11
Abhikkanta?	93	11
abhikkanta?	131	11
abhikkantam?nusakena	2	20
abhikkantan	1	11
abhikkantapa?ikkant?disu	1	24
abhikkantapa?ikkante	1	20
abhikkantatar?	12	14
abhikkantataram	1	15
abhikkantatara?	18	15
abhikkantatarañ	29	15
abhikkantatarañca	2	17
abhikkantataro	61	14
abhikkantavann?	1	15
abhikkantava???	44	15
abhikkantava????	1	16
abhikkantava??o	24	15
abhikkant?ya	85	12
abhikkant?y?	1	12
abhikkante	24	10
Abhikkantena	27	12
abhikkantena	7	12
abhikkanto	4	10
abhikkatan?ni	1	13
abhikkhamanti	1	13
abhikkhamath	1	12
Abhikkhamatha	1	13
abhikkhamath?yasmanto	2	21
abhikkhamo	5	10
Abhikkha?a	2	10
abhikkha?a	14	10
abhikkhana?	4	11
Abhikkha?am	3	11
abhikkha?am	1	11
Abhikkha?a?	1	11
abhikkha?a?	37	11
Abhikkha?an	1	11
Abhikkha?anto	9	13
abhikkha??ta?ko	2	15
abhikkha?khat?	1	14
Abhikkhantam	1	12
abhikkhanta?	1	12
abhikkhave	1	10
abhikkhu	1	8
abhikkhukasaññ?	2	15
abhikkhuk?v?sena	1	16
abhikkhuke	11	10
abhikkhuko	24	10
abhikkhun?	1	10
abhikkhun?ti	1	12
abhikkhuniy?	1	12
abhik?j	1	7
abhik?janti	1	11
abhikujjanti	1	12
?bhil?bhino	1	11
abhilakkhit?	2	12
abhilakkhito	1	12
abhilambanta?	1	13
abhilambanti	2	12
abhilambhant?ti	1	15
abhila?gham?na?	1	15
abhila?ghanta?	1	14
abhilampanti	1	12
?bhil?pa	1	8
abhil?pakato	1	12
abhil?p?ya?	1	11
abhil?po	8	8
?bhil?po	1	8
?bhil?sino	1	10
abhilattha?	1	11
abhilepana?	2	11
?bhilepana?	2	11
abhimaddanto	1	12
abhimaddati	3	11
abhimaddita?	2	12
abhimajjabala?	1	14
abhiman?	1	8
abhiman?s?	1	10
abhima?galagat?ni	2	17
abhima?gala?	1	12
abhima?galar?padassana?	1	23
abhima?galasammat?	1	18
abhimanteyya	1	12
abhimanthati	1	12
abhimanthento	3	13
abhimantheyya	1	13
Abhim?rapayojan?	1	16
abhim?re	2	8
abhim?ro	1	8
abhimata?	1	9
abhimathati	1	11
abhimatteyya	1	12
abhimattha?	1	11
abhimatthan	1	11
abhimatthatha	1	13
abhimatthati	1	12
abhimatth?yya	1	13
abhimatthento	2	13
abhimattheyya	9	13
abhi?ñ?	1	7
abhi?ñ?ta?	1	10
abhi?ñ?t?ni	1	11
abhi?ñ?ya	3	9
abhimokkho	1	10
abhimukh?	1	9
abhimukh?ka??hanena	1	19
abhimukha?	13	10
abhimukha??h?nato	1	17
abhimukha??h?ne	1	15
abhimukho	6	9
?bhimutto	1	9
abhiñ	10	5
abhiñ?	2	6
abhin?dananimitta?	1	18
abhinadanti	1	11
abhinadanto	1	11
abhin?dayi	3	10
abhin?day?ti	1	12
abhin?deti	2	10
abhin?ditan	1	11
abhin?dite	1	10
abhin?ditta	1	11
abhin?dittha	1	12
abhinaditv?	1	11
abhin?ditv?	1	11
abhinaditv?na	1	13
abhinadun	1	9
abhi?am?	1	8
abhin?meti	2	10
abhinan	3	7
Abhinandam	1	10
abhinanda?	1	10
abhinand?ma	1	11
abhinandam?n?	1	13
Abhinandam?no	2	13
abhinandam?no	4	13
abhi?andameti	1	13
abhinand?mi	6	11
Abhinandañ	1	10
abhinandana	3	11
abhinandan?	2	11
Abhinandanam	2	12
abhinandana?	2	12
Abhinandanañca	1	14
abhinandanapariv?ra?	4	20
abhinandana??hena	1	17
abhinandan?ya	3	13
abhinandanti	22	12
abhinandantiyo	1	14
abhinandanto	22	12
abhinandati	269	11
?bhinandati	1	11
abhinandat?ti	1	13
abhinandato	19	11
?bhinandato	1	11
Abhinandatu	5	11
Abhinandena	3	11
abhinandeyya	10	12
abhinandeyyam	1	13
abhinandeyya?	3	13
abhinandi	17	9
abhinand?	4	9
?bhinandi	1	9
abhinandi?	10	10
abhinandimha	4	12
abhinandi?su	15	12
abhinanditabba?	22	15
abhinandita?	2	12
abhinandit?ni	3	13
abhinanditena	1	13
abhinand?ti	47	11
abhinandito	1	11
abhinanditu?	7	12
abhinanditun	4	12
abhinanditv?	94	12
abhinando	2	9
abhinandu?	6	10
abhinandun	87	10
abhinandunti	3	12
abhinandunt?	1	12
abhinani	1	8
abhinannita?	1	12
abhinata?	1	9
abhi?atam	1	9
Abhi?ata?	1	9
abhi?ata?	1	9
abhiñ?te	1	8
abhi?atena	1	10
abhinavadevaputte	1	17
abhiñ?vopibho	1	13
abhinda	1	7
abhiñd?ya	1	9
abhindeyya	1	10
?bhindeyya	2	10
abhindi	5	7
abhinditv?	9	10
abhinesi	3	8
abhinetabb?	4	11
abhineti	2	8
abhi?hadassan?	1	14
abhi?hadassana?	2	15
abhi?hadassanena	1	16
Abhi?haj?taka	2	13
Abhi?haj?taka?	1	14
abhi?hak?ra??	6	13
abhi?ham	1	8
abhi?ha?	89	8
abhi?ha?dassanena	1	17
abhi?h?pattiko	5	14
abhi?hasa?saggena	1	17
abhi?hasa?v?s?	2	14
abhi?haso	15	9
abhini	4	6
abhinibattati	1	13
abhinibbajjay?tha	1	17
abhinibbateti	1	13
abhinibbatt?	15	12
abhinibbatta?	12	13
abhinibbatt?na?	1	15
abhinibbatt?ni	2	14
abhinibbattassa	1	15
abhinibbattati	5	14
abhinibbattat?	1	14
abhinibbattayato	2	16
abhinibbatte	2	12
abhinibbattenti	6	15
abhinibbattento	2	15
abhinibbattentu	4	15
abhinibbattesi	1	14
abhinibbattess?mi	5	17
abhinibbattesu	1	14
abhinibbatteti	32	14
abhinibbattet?	2	14
?bhinibbattet?	1	14
abhinibbattetv?	1	15
abhinibbatteyya	9	15
Abhinibbatti	1	12
abhinibbatti	38	12
abhinibbattiss?mi	1	17
abhinibbattissath?ti	1	20
Abhinibbattiy?	2	14
abhinibbattiy?	8	14
abhinibbatto	12	12
abhinibbhid?ya	4	14
abhinibbhijja	2	13
abhinibbhijjeyya	1	16
abhinibbhijjeyyun	2	17
abhinibbhijjeyyunti	1	19
abhinibbhijjheyya	1	17
abhinibbhijjitu?	4	16
abhinibbi	1	9
abhinibbid?	1	11
abhinibbidh?	6	12
abhinibbijja	1	12
abhinibbijjay?tha	1	17
abhinibbijjeyya	1	15
abhinibbijjeyyun	2	16
abhinibbijjeyyunti	1	18
abhinibbijjheyya	2	16
abhinibbijjitu?	2	15
abhinibbuta	1	11
abhinibbutasabh?v?	1	18
abhinibbutatt?	1	14
abhinibbutatto	13	14
abhinibbuttatto	1	15
abhiniday?	1	10
abhiniddisanti	1	14
abhinigg	1	8
abhinigga?h?mi	1	14
abhinigga?han?	2	14
abhinigga?h?ti	6	14
abhinigga?hato	5	14
abhinigga?heyya	2	15
abhinigga?heyya?	1	16
abhinigga?hitabba?	2	18
abhin?haneyya	1	13
Abhin?h?ra	2	10
abhin?h?ra	1	10
abhin?h?rakusalat?	1	18
abhinih?rakusalo	2	16
abhin?h?rakusalo	23	16
abhin?h?ra?	4	11
abhinih?ran?nattat?	1	19
abhin?h?rasampanno	1	18
abhin?harati	39	12
abhin?h?rattha?	1	15
abhin?h?ra??hena	3	16
abhin?h?ra??ho	1	14
abhin?hareyya	1	13
abhin?hari?	2	11
abhin?haritv?	1	13
Abhin?h?ro	3	10
abhin?h?ro	34	10
abhinihato	1	10
abhinikkamma	2	12
abhinikkhama	1	12
abhinikkhamanak?lo	1	18
abhinikkhamana?	6	15
abhinikkhamanavatth?ni	1	22
abhinikkhamassu	1	15
abhinikkhame	1	12
abhinikkhami	5	12
abhinikkham?	1	12
abhinikkhami?	5	13
abhinikkhamissa?	1	16
abhinikkhamit?s?	1	16
abhinikkhamitv?	5	15
Abhinikkhamma	1	13
abhinikkhamma	30	13
abhinikkhanta?	2	14
abhinik?jita?	1	13
abhinik?jitan	1	13
abhinik?jite	1	12
abhinikujjita?	1	14
Abhin?la	1	8
abhin?la	3	8
abhin?lanetta	1	13
abhinilanetto	1	13
abhin?la?etto	1	13
abhinimantanat?ya	1	17
abhinimanteyy?ma	5	16
abhinimin?ti	1	12
abhinimmadan?ya	14	15
abhinimmin?h?	1	13
abhinimminant?na?	1	17
abhinimminanti	2	14
abhinimmin?ti	6	13
abhinimmin?ya	2	13
abhinimmine	1	11
abhinimmineyya	2	14
abhinimmineyy?m?	3	16
abhinimmini	2	11
abhinimminiss?mi	1	16
abhinimminissati	1	16
abhinimminitv?	30	14
abhinimmi?itv?	2	14
abhinimmit?	1	11
abhinimmita?	1	12
Abhinimmitena	1	13
Abhinimmito	1	11
abhinimmito	2	11
abhinimmitv?	1	12
abhininditv?	1	12
abhinindriya?	8	13
abhininn?mesi	1	13
abhininn?mesi?	13	14
abhininn?messati	1	16
abhininn?meti	78	13
abhininn?met?ti	3	15
abhininn?meyya	2	14
abhininn?mi	1	11
abhinipajjanti	3	14
abhinipajj?peyya	3	16
abhinipajjati	18	13
abhinipajjeyya	4	14
abhinipajjeyy?	3	14
abhinipajjissanti	2	17
abhinipajjissati	3	16
abhinipajjitabba?	1	17
abhinipajjitu?	1	14
abhinipajjitun	3	14
abhinipajjiyam?no	4	17
abhinip?tamatt?	2	15
abhinip?tanamatto	1	17
abhinip?tano	1	12
abhinipatati	1	12
abhinipp	4	8
Abhinippanno	2	12
abhinippanno	2	12
abhinippatt?	1	12
abhinippatto	1	12
abhinipph?dentassa	1	18
abhinipph?denti	4	15
abhinipph?dento	1	15
abhinipph?desi	1	14
abhinipph?dessanti	4	18
abhinipph?desu?	3	15
abhinipph?deti	7	14
abhinipph?deyya	12	15
abhinipph?di?su	1	15
abhinipph?dita?	1	15
abhinipph?dite	1	14
abhinipphajjanti	1	16
abhinipphanno	4	13
abhinipphattiy?	1	15
abhinipp??an?	2	13
abhinipp??ayato	5	15
abhinipp??emi	1	13
abhinipp??es?ti	1	15
abhinipp??etabba?	2	17
abhinipp??eti	6	13
abhinipp??eyya	2	14
abhinipp??eyya?	1	15
abhinipu??	2	10
abhiniropan?	23	12
Abhiniropana??hena	2	18
abhiniropana??hena	7	18
abhiniropana??ho	4	16
abhiniropeti	2	12
abhiniropitatt?	6	15
abhinis?dantassa	1	16
abhinis?danti	2	13
abhinis?dant?	1	13
abhinis?dantiy?	2	15
abhinis?danto	1	13
abhinis?d?peyya	1	15
abhinis?das?ti	1	14
abhinis?dati	20	12
abhinis?denti	24	13
abhinis?deyya	4	13
abhinis?deyy?	3	13
abhinis?di	7	10
abhinis?di?su	1	13
abhinis?dissanti	1	16
abhinis?dissasi	1	15
abhinis?dissati	1	15
abhinis?dissat?ti	1	17
abhinis?ditabba?	1	16
abhinis?ditu?	4	13
abhinis?ditun	1	13
abhinis?ditv?	3	13
abhinis?diyam?no	4	16
abhinisinne	2	11
abhin?to	16	8
abhinitv?na	1	11
abhinivaddheti	3	14
abhinivaddhetv?	3	15
abhinivajjetv?	30	14
abhinivajjeyya	2	14
abhinivajjeyy?	1	14
abhinivajjeyy?si	1	16
abhiniv?samacchara?	1	19
abhinivatteti	2	13
abhinivattetv?	1	14
Abhinivesa	2	10
Abhinives?	1	10
abhinives?	18	10
abhinivesa?	8	11
abhinivesañ	2	11
abhinivesantan	1	14
abhinives?nupa??h?nakusalo	2	26
abhinives?nusaya?	1	17
Abhinivesapar?m?so	6	18
abhinivesapar?m?so	41	18
abhinivesappar?m?so	2	19
abhinivesassa	1	13
abhinivesato	16	12
abhinives?y?	2	12
abhinives?y?ti	8	14
abhiniveso	123	10
abhinivijinitv?	1	15
abhinivis?mi	4	12
abhinivisantan	1	14
abhinivisanti	8	13
abhinivisati	2	12
abhinivisat?	5	12
?bhinivisat?	1	12
abhinivisavoharanti	1	19
abhiniviseyya	1	13
abhiniviseyy?	2	13
abhinivisitabb?	4	15
abhinivisitv?	23	13
abhinivissa	112	11
?bhinivissa	1	11
abhinivissatha	1	14
abhinivi??h?	5	12
abhinivi??ha?	13	13
abhinivi??ho	1	12
abhinivuttha	1	12
abhiniyi??ho	1	12
?bhiñjika	1	9
Abhiñjika?	1	10
abhiññ	1	6
abhinn?	1	7
abhiñña	5	7
Abhiññ?	3	7
abhiññ?	596	7
?bhiññ?	1	7
abhiññ?bala	2	11
abhiññ?balam	4	12
Abhiññ?bala?	3	12
abhiññ?bala?	2	12
Abhiññ?balappatt?nam	1	20
abhiññ?balappatt?na?	2	20
abhiññ?balasam?hito	1	19
abhiññ?balasampanno	1	19
abhiññ?casam?	1	13
abhiññ?desito	1	13
abhiññ?hi	2	9
Abhinnaka??ho	1	13
abhinnaka??ho	1	13
abhinnakhuro	1	12
abhiññ?l?bhit?paso	1	18
abhiñña?	15	8
abhinn?meti	2	11
abhinnañ	2	8
abhiññana?	1	10
abhiññ?nam	2	10
abhiññ?na?	7	10
abhiññ?nañ	1	10
abhiññan?na?	1	12
abhiñña?ana?	1	12
abhiññ?n?na?	1	12
abhiññ?ñ??a?	1	12
abhiññ???na?	1	12
abhiññ?ñ???na?	1	14
abhiññ??ehi	1	11
abhiññ??ena	1	11
Abhiññ?nuyogo	1	13
abhiññ?p?dakajjh?na?	1	20
Abhiññ?paññ?	2	12
abhiññ?paññ?	1	12
abhiññ?p?rag?	2	13
Abhiññ?p?rami?	1	14
abhiññ?p?rami?	3	14
abhiññ?p?rami?gato	2	18
Abhiññ?p?ram?patt?	2	18
abhiññ?p?ramippatto	3	19
Abhiññ?pariññeyyam	1	18
abhiññ?pariññeyya?	1	18
abhiññ?pariyosito	1	17
abhiññ?pa?ivedho	1	16
abhiññ?sacchikara?iy?	1	21
abhiññ?sacchikara??yassa	10	24
abhiññ?sacchikara??yesu	8	23
abhiññ?sacchikiriy?ya	12	21
abhiññ?sam?pattil?bhino	2	23
abhiññ?sam?pattina?	1	19
abhiññ?sam?pattiyo	2	18
abhiññ?sa?kh?ta?	1	16
abhiññ?si	8	9
abhinnassa	1	10
abhiññ?su	13	9
abhiññ?ta	1	9
abhiññ?t?	87	9
Abhiññ?tam	1	10
abhiññ?tam	2	10
abhiññ?ta?	25	10
abhiññ?t?na?	6	12
abhiññ?t?ni	1	11
abhiññ?tassa	1	12
abhiññ?te	4	9
abhiññ?tehi	12	11
abhiññ?to	2	9
abhinnatt?	1	10
abhiññatth?	1	11
Abhiññattha?	1	12
abhiñña??ha?	1	12
abhiññatthañceva	1	16
abhiññatth?ya	1	13
abhiñña??he	2	11
abhiñña??hena	1	13
abhiñña??hi	1	11
abhiñña??ho	5	11
ABHIÑÑ?VAGGA	4	12
Abhiññ?vaggo	1	12
abhiññavos?nap?ramippatt?	1	25
abhiññ?vos?nap?ramippatt?	17	25
abhiññ?vos?nap?ramippatto	1	25
abhiññ?vosito	10	13
abhiññaya	5	9
Abhiññ?ya	6	9
abhiññ?ya	436	9
Abhiññ?y?	1	9
abhiññ?yacasacchi	1	17
Abhiññ?y?ha?	2	12
abhiññ?yasacchi	3	15
abhiññ?yatidakkhi?eyyam	1	23
abhiññ?yo	15	9
abhinne	5	7
abhinnen	1	8
abhiññeya?	2	10
abhiññeyy?	259	10
Abhiññeyyam	3	11
abhiññeyyam	1	11
Abhiññeyya?	4	11
abhiññeyya?	366	11
abhiññeyya??ha?	1	15
abhiññeyyo	388	10
abhiñño	1	7
abhinoda	1	8
abhiñuji?su	1	11
abhip?la	1	8
abhip?lay?mi	1	12
abhip?layanti	1	13
abhip?leti	4	10
abhip?p?ya?	1	11
abhip?rakassa	1	13
abhip?rako	1	10
abhipara?at?	1	12
abhipasanno	1	11
abhipas?dissat?ti	1	17
abhipassa	1	9
abhipassas?ti	5	13
abhipassati	1	11
abhipassato	2	11
?bhip?t?	1	8
abhip?teti	1	10
abhipatipaccayena	1	17
abhipattabbo	1	12
abhipa??ayi	1	11
abhipatthan?	1	12
abhipatthaya?	1	13
abhipatthay?mi	1	14
abhipatthay?no	2	14
abhipatthayanti	2	15
abhipatthaye	3	12
?bhipatthaye	3	12
abhipatthayi?	8	13
abhipatthemi	1	12
abhipatthem?ti	1	14
abhipatthit?	1	12
abhipatthita?	5	13
abhipatthitan	3	13
abhipatthitassa	1	15
abhipatthito	1	12
abhip?ya?	1	9
abhipharat?	1	11
abhippa	1	7
abhippabaddh?ni	1	15
abhippaki??asayane	1	18
abhippakiranti	6	14
abhippalambanti	6	15
abhippamodati	1	13
Abhippamodaya?	7	14
abhippamodaya?	13	14
abhippamodo	3	11
abhippamodoya?	1	14
Abhippas?dehi	1	13
abhippas?dehi	1	13
abhippas?do	7	11
abhipp?s?do	2	11
abhippasann?	17	12
abhippasanno	46	12
abhippas?reyy?si	1	16
abhippas?di?su	1	14
abhippas?dissat?ti	2	18
abhippatthanen?ti	1	17
abhippava??a?	1	13
abhippava???ni	1	14
abhippava??o	6	12
abhippavu??h?ni	2	15
abhippavu??ho	1	13
abhipph?desu?	1	13
abhipuccha	1	10
?bhipuccha	1	10
abhip?jay?ma	1	12
abhip?jayi	2	10
abhip?jayi?	79	11
abhip?j?yi?	2	11
abhip?jayu?	1	11
abhip?jemi	1	10
abhip?jesi	1	10
abhip?jitv?	1	11
abhip?ra?at?	1	12
abhip?rayanto	1	13
abhiraddh?	2	10
abhiraddh?makkham	1	17
abhiraddho	13	10
abhir?dhaye	2	11
abhir?dhayi?	1	12
?bhir?dhayi?	2	12
abhir?dhay?ti	2	13
abhir?dhetv?	1	12
abhirahe	1	8
abhir?jita?	1	11
abhir?jito	2	10
abhirakkh?	1	10
abhiram	1	7
Abhirama	1	8
abhirama	6	8
abhiram?	3	8
abhir?m?disu	2	12
abhiramam?n?	2	12
abhiramam?no	2	12
abhiram?mi	7	10
abhiram?m?	1	10
abhiram?m?ti	3	12
abhiraman?k?ram	1	15
abhiramana?	1	11
Abhiramanti	2	11
abhiramanti	73	11
abhiramant?	7	11
abhiramant?ti	3	13
abhiramanto	4	11
abhiramantu	1	11
abhiram?pan?ya	3	14
abhiram?pentiyo	1	15
abhiram?pento	1	13
abhiram?petu?	1	13
abhiramasi	2	10
abhiramas?	1	10
abhiramas?ti	1	12
abhiramassu	12	11
abhiramat?yasm?	2	15
abhiramati	1	10
Abhiramatu	4	10
abhiramatu	1	10
abhiram?yasm?	1	13
abhiramehi	1	10
abhirament?	1	11
abhirameyya	1	11
abhirameyya?	1	12
abhirameyy?m	1	12
abhirameyy?m?	1	13
abhirameyy?tha	1	14
abhirameyyu?	5	12
abhirami	4	8
abhirami?	5	9
abhiramimh?	1	11
abhirami?su	1	11
abhiramiss?m	1	12
abhiramiss?mi	1	13
abhiramissant?ti	3	16
abhiramissasi	1	13
abhiramissati	2	13
abhiramissat?	2	13
abhiram?ti	2	10
abhiramittha	6	12
abhiramituk?mo	1	14
abhiramitu?	4	11
abhiramitv?	5	11
abhirammayye	1	12
abhira?eyyam	1	12
abhirat?	12	8
abhiratabh?vena	1	15
abhirata?	2	9
abhiratar?p?	1	12
abhiratar?pe	1	12
Abhiratena	4	10
abhirati	14	8
abhiratik?ra?a?	1	15
abhiratim	4	9
abhirati?	2	9
abhirat?ti	2	10
Abhiratiy?	2	10
abhiratiy?	1	10
Abhirato	1	8
abhirato	19	8
abhiratt?	1	9
abhirattabh?vena	1	16
abhirattalocan?	1	15
abhiravanti	2	11
abhirocase	1	10
abhirocati	2	10
abhirocay?mi	1	12
abhirocaye	1	10
abhirocayi	1	10
?bhirocayi	1	10
abhirocayi?	2	11
abhirohehi	1	10
abhiropana	1	10
abhiropan?bhisamayo	2	19
abhiropanacariy?	2	16
abhiropanamaggo	3	15
abhiropanama??a?	1	16
abhiropanama??o	3	15
abhiropana??ha?	1	15
Abhiropana??hena	2	16
abhiropana??hena	4	16
abhiropanavimutti	1	17
abhiropanavir?go	1	16
abhiropayi	7	10
abhiropayi?	106	11
?bhiropayi?	1	11
abhiropayu?	2	11
abhiropehi	1	10
abhiropes	1	9
abhiropesi	5	10
abhiropesi?	22	11
abhiropeti	1	10
abhiropetv?	1	11
abhiropeyi?	1	11
abhirososi	1	10
abhiru	2	6
abhir?	2	6
abh?ru	4	6
abh?r?	6	6
abhirucchi	1	10
?bhirucchi	1	10
abhirucchiti	1	12
abhirucita?	2	11
abhirucit?ni	1	12
abhiruda?	3	9
Abhir?ha	2	8
abhir?ha	4	8
abhir?h?	7	8
abhir?h?m	2	9
abhir?h?ma	2	10
abhir?h?m?	1	10
abhir?ham?no	1	12
abhir?h?mi	7	10
abhir?hanak?le	2	14
abhir?hana?	2	11
abhir?hanta?	1	12
abhir?hantassa	1	14
abhir?hanti	9	11
abhir?hant?	2	11
abhir?hanto	4	11
abhir?hath?	2	11
abhiruhati	18	10
abhir?hati	8	10
abhir?hat?ti	1	12
Abhir?hatu	4	10
abhir?hatu	2	10
abhir?heyya	8	11
abhir?heyy?si	2	13
abhiruhi	7	8
abhir?hi	49	8
abhir?hi?	4	9
abhir?hi?su	8	11
abhir?hiss?m?ti	3	15
abhir?hissant?ti	1	16
